42913,France,"96-98 Barrel sample. Very dense, a muscular wine, very concentrated. It has a superb texture of velvet, while still keeping an abundance of dry tannins. There is power here, solid and dense structure, but there are also bright fruits. Vivid, concentrated.",Barrel sample,97,,Bordeaux,Pauillac,,Roger Voss,vossroger,Château Lafite Rothschild 2008 Barrel sample  (Pauillac),Bordeaux-style Red Blend,Château Lafite Rothschild
42914,US,"An extraordinarily lush, dramatic Pinot Noir. Dense and full-bodied, it shows flashy flavors of black and red berries, currants, cola, pomegranates and dusty spices, enhanced with the most perfect application of smoky oak and wrapped into a rich, silky texture. The balance is exquisite, a tension of acidity and tannins. Beautiful now, and should develop bottle complexity for at least six years.",Hawk Hill Vineyard,97,70.0,California,Russian River Valley,Sonoma,,anonymous,Lynmar 2007 Hawk Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
44994,Italy,"This stunning wine is all about extreme elegance and subtlety. It opens with aromas of wild red berry, rose petal, sweet baking spice and a whiff aromatic herb while the focused palate delivers red cherry, crushed raspberry, licorice, pipe tobacco and white pepper. A firm backbone of polished tannins and vibrant acidity gives it an age-worthy structure. It's loaded with finesse and should develop even more complexity over time. Drink 2018–2033.",Cà d'Morissio Riserva,99,595.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Mascarello Giuseppe e Figlio 2008 Cà d'Morissio Riserva  (Barolo),Nebbiolo,Mascarello Giuseppe e Figlio
44995,France,"This young wine is all magnificent structure. It is intense, with fruit and acidity given richness by the powerful texture and tense tannins. The dense symphony of ripe fruits is kept in check by the structure. This wine needs many years; drink from 2019.",Les Clos Grand Cru,97,69.0,Burgundy,Chablis,,Roger Voss,vossroger,Domaine Jean-Paul et Benoît Droin 2013 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin
44996,France,"Fermented and aged in six-year old wood for 24 months, this is a richly spicy wine. The wood is there to smell and taste, but it is the rich fruit that speaks. Yellow fruits are given weight by the mineral backdrop, while layers of acidity instill freshness. Drink this complex wine from 2018.",Cuvée Authentique Les Clos Grand Cru,97,95.0,Burgundy,Chablis,,Roger Voss,vossroger,Domaine Pinson 2012 Cuvée Authentique Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Pinson
44997,France,"This is a beautiful wine with elegant fruits that reflect a strong sense of minerality. It is crisp, although that is just a surface quality to a wine that has such depth. Toast flavors round out the intense fruits, giving a light spice and butter to this powerful wine. Drink from 2020.",Les Demoiselles,97,476.0,Burgundy,Chevalier-Montrachet,,Roger Voss,vossroger,Louis Jadot 2013 Les Demoiselles  (Chevalier-Montrachet),Chardonnay,Louis Jadot
45573,Italy,"Elegant and complex, this gorgeous wine is all about finesse, offering enticing aromas of rose petal, iris, perfumed berry, baking spices, anise and chopped aromatic herbs. The structured but silky palate seamlessly melds together juicy Morello cherry, crushed raspberry, cinnamon, clove, licorice and tobacco while bright acidity and ultrafine tannins provide the framework. It's already tempting and impeccably balanced but will be even better in a few years. Drink 2018–2030.",Monprivato,99,175.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Mascarello Giuseppe e Figlio 2010 Monprivato  (Barolo),Nebbiolo,Mascarello Giuseppe e Figlio
45574,US,"Named for winemaker Ross Cobb's late mother, who more than 20 years ago planted the Coastlands Vineyards' dry-farmed vines—some of the oldest in the region—this exquisitely distinctive wine celebrates all that is extreme and remarkable about the marriage of site, style and variety. Offering bay laurel in abundance, it has plenty of body to remain vibrant and complex, marked entirely in forest floor and heady allspice, with a nuance of cherry and white pepper on the finish.",Diane Cobb Coastlands Vineyard,97,85.0,California,Sonoma Coast,Sonoma,Virginie Boone,vboone,Cobb 2012 Diane Cobb Coastlands Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb
45781,Italy,"This gorgeous, fragrant wine opens with classic Sangiovese scents of violet, rose, perfumed red berry, new leather and a whiff of baking spice. The elegant, radiant palate delivers crushed Marasca cherry, ripe strawberry, cinnamon, black tea and a hint of pipe tobacco. Firm, ultrafine tannins and bright acidity offer an age-worthy structure and impeccable balance. It's already stunning but will evolve for decades. Drink 2020–2050.",Riserva,100,550.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Biondi Santi 2010 Riserva  (Brunello di Montalcino),Sangiovese,Biondi Santi
45782,Italy,"Aromas of ripe black-skinned fruit, new leather, menthol and a whisper of blue flower unfold on this stunning, elegantly structured wine. The vibrant palate doles out ripe black cherry, cinnamon and star anise framed in firm, fine-grained tannins. Hold for even more complexity. Absolutely superb. Drink 2022–2035.",Riserva,98,190.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Conti Costanti 2010 Riserva  (Brunello di Montalcino),Sangiovese,Conti Costanti
45783,Italy,"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",Nello Riserva,98,120.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Baricci 2010 Nello Riserva  (Brunello di Montalcino),Sangiovese,Baricci
45784,US,"There is something ethereal and beyond words about this wine, a full-bodied but never intrusive expression of spicy cinnamon, black pepper and wild pine that makes it a puzzle worth trying to solve. Fruit plays a part, though softly, eking out shadows of raspberry and just-picked strawberry atop smooth, silky tannins and a measured, seductive body. The finish recalls a clove cigarette enjoyed in the rain.",Coastlands Vineyard,98,75.0,California,Sonoma Coast,Sonoma,Virginie Boone,vboone,Williams Selyem 2013 Coastlands Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
45785,Italy,"Crushed berry, leather, tilled soil, blue flower and a whiff of fennel lead the nose. The ripe palate offers juicy black cherry, black raspberry, white pepper and anise alongside firm, close-grained tannins. Give this time to fully develop and reach its full potential. Drink 2022–2032.",Riserva,97,450.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Poggio di Sotto 2010 Riserva  (Brunello di Montalcino),Sangiovese,Poggio di Sotto
45786,Italy,"Stunning and fragrant, this elegantly structured wine opens with a fragrance of pressed violet, perfumed red berry, leather, white pepper and a whiff of mint. The vibrant, silky palate offers black raspberry, wild cherry, cinnamon and licorice alongside firm, refined tannins and bright acidity. It's loaded with finesse and already has great depth but hold for more complexity. Drink 2018–2028.",,97,290.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Poggio di Sotto 2010  Brunello di Montalcino,Sangiovese,Poggio di Sotto
45787,Italy,"Underbrush, dark-skinned berry, chopped mint and cooking spice aromas lead the way on this fabulous, structured wine. The full-bodied palate delivers a juicy core of ripe black cherry while white pepper, cinnamon, dried herb and a balsamic note provide the backdrop. Firm but refined tannins and fresh acidity provide balance and support. Drink 2018–2030.",Riserva,97,100.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Gianni Brunelli 2010 Riserva  (Brunello di Montalcino),Sangiovese,Gianni Brunelli
45788,US,"Expressive in oak, earth and clove with cinnamon-cola, this savory, complex wine is also impressive in its ability to offer crisp and focused lines of citrus and fresh-picked raspberry. It teeter-totters the variety's ability to be both fruit-forward and elusively hard to reach. Streaks of thyme and rosemary figure into the mix. Drink now through 2023.",Rochioli Riverblock Vineyard,97,79.0,California,Russian River Valley,Sonoma,Virginie Boone,vboone,Williams Selyem 2013 Rochioli Riverblock Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
45789,Italy,"Perfumed and elegant, this opens with enticing scents of rose, violet, fragrant berry, baking spice, tilled earth and a hint of new leather. The delicious, silky palate is loaded with finesse, offering juicy wild cherry, cinnamon, chopped mint, black tea and a note of pipe tobacco. It's already drop-dead gorgeous but will develop more complexity over the next several years. Enjoy through 2026.",,97,70.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Le Potazzine 2011  Brunello di Montalcino,Sangiovese,Le Potazzine
45790,Italy,"Aromas of wild berry, forest floor, new leather, grilled herb, menthol and dark spice all come together on this full-bodied red. The structured palate is still young but shows great depth, offering mature black cherry, tobacco, clove and licorice framed in youthfully assertive tannins that give it an age-worthy structure. Drink 2022–2040.",Vigna di Pianrosso Santa Caterina d'Oro Riserva,97,140.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Ciacci Piccolomini d'Aragona 2010 Vigna di Pianrosso Santa Caterina d'Oro Riserva  (Brunello di Montalcino),Sangiovese,Ciacci Piccolomini d'Aragona
45798,US,"Tasted in a flight of great and famous Napa wines, this Cardinale stood at the head of the pack. Starts with a very fine nose of cedar, cassis, ripe blackberries and violets, then turns dramatic and refined in the mouth. Shows vast depth and length, with the finish a full minute of sweet fruits and spices. Marvelous tannins, so plush and elegant, so powerful yet refined. The grapes hail from Mt. Veeder, Howell Mountain, Stags Leap and Oakville, and the blend contains 14% Merlot. As good as it is now, it will improve for at least eight years.",,100,200.0,California,Napa Valley,Napa,,anonymous,Cardinale 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cardinale
45799,US,"The 2006 flagship Cabernet from Quilceda Creek is a massive wine that has just begun to emerge from its slumber. When first released the wine seemed to have entered a dumb phase, but six months later it responds to decanting and shows its muscle. Fruit flavors of black, brandied cherries, cassis and bourbon-soaked plums are wrapped in generous, layered oak. The wine is dusty, smoky, laced with streaks of licorice and brightened with sharp acids. It continues to expand further in the glass, adding flesh and spice to its frame, with a cedar/cigar box finish.",,98,125.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,paulgwine,Quilceda Creek 2006 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Quilceda Creek
45800,US,"From Chilean winemaker, Aurelio Montes, this 100% Cabernet shows massively concentrated flavors of ripe blackberries and cassis, with richer notes of dark chocolate, anise, spices and smoky cedar. What an amazing tannin structure, intricate, fine and complex. A wine to drink now for sheer opulence or to age for at least a dozen years.",by Montes Aurelio's Selection,97,90.0,California,Napa Valley,Napa,,anonymous,Napa Angel 2006 by Montes Aurelio's Selection Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Napa Angel
45801,Italy,"Consistently among Italy's top-scoring wines, this vintage of the celebrated Ornellaia (a blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot) is a gorgeous expression of the very best of European enology. It delivers extraordinary richness, succulence and intensity, but remains elegant to the end. Aromas include black cherry, spice and dark chocolate.",Ornellaia,97,200.0,Tuscany,Bolgheri Superiore,,,anonymous,Tenuta dell'Ornellaia 2006 Ornellaia  (Bolgheri Superiore),Red Blend,Tenuta dell'Ornellaia
45985,France,"This is beautully concentrated and full of great richness yet seems closed at the moment. Its apricot jelly and dried fruit flavors, acidity and botrytis are in perfect balance, developing intensity as it opens. A full, generous wine with a great future. Drink from 2023.",,98,70.0,Bordeaux,Barsac,,Roger Voss,vossroger,Château Climens 2014  Barsac,Bordeaux-style White Blend,Château Climens
45986,France,"Powered by intense botrytis, this wine is opulent and ripe, with spice, yellow fruit and honey flavors. It has just the right balance of acidity to maintain its shape and proportions. It's likely to age well over many years. Drink from 2024.",,97,45.0,Bordeaux,Barsac,,Roger Voss,vossroger,Château Coutet 2014  Barsac,Bordeaux-style White Blend,Château Coutet
45987,France,"This impressive wine has great intensity and superb apricot and orange flavors. Acidity mingles with its botrytis core and rich, concentrated fruit, striking a fine balance. It will become delicious as it matures. Drink from 2024.",,97,55.0,Bordeaux,Sauternes,,Roger Voss,vossroger,Clos Haut-Peyraguey 2014  Sauternes,Bordeaux-style White Blend,Clos Haut-Peyraguey
45988,Hungary,"This ethereal Tokaji Aszú is golden in color, with aromas of delicate acacia flower, honeysuckle, fresh peach and tinned apricot. The flavors come alive on the palate, showing luscious apricot, floral honeycomb and fresh pear juice. The acidity is perfectly balanced to prevent this delightful wine from being too cloying.",6 Puttonyos Aszú Gold Label,97,80.0,Tokaji,,,Jeff Jenssen,worldwineguys,Royal Tokaji 2013 6 Puttonyos Aszú Gold Label  (Tokaji),White Blend,Royal Tokaji
45989,France,"With its apricot and bitter orange flavors, this wine has great concentration, botrytis character and richness. Acidity lends balance to all its beautiful honey notes and intensity. Drink from 2023.",,97,,Bordeaux,Sauternes,,Roger Voss,vossroger,Château de Rayne Vigneau 2014  Sauternes,Bordeaux-style White Blend,Château de Rayne Vigneau
45990,Portugal,"The estate wine from Mouchão is always a great wine. This latest release, almost black in color and five-years-old, is hugely rich, powered by black fruits and juicy acidity. Made principally from Alicante Bouschet, it shows the power and the aging potential of this variety in the Alentejo. This wine, foot-trodden in open stone lagars, is destined for much longer aging. Drink at the earliest in 2021.",,97,75.0,Alentejo,,,Roger Voss,vossroger,Mouchão 2012 Red (Alentejo),Portuguese Red,Mouchão
45991,Italy,"Here's another stunning offering from this fantastic estate. Elegant, structured and restrained, it opens with enticing Nebbiolo scents of blue flower, perfumed berry, dark spice and a light balsamic note of eucalyptus. The luminous palate delivers juicy red cherry, raspberry, licorice and cinnamon while vibrant acidity and firm, polished tannins provide seamless support. Drink 2023–2043.",Rocche di Castiglione,97,96.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Brovia 2013 Rocche di Castiglione  (Barolo),Nebbiolo,Brovia
47428,US,"In a vintage that produced the finest overall lineup of Cayuse wines to date, it may seem a little nit-picky to score some higher and some lower. But the En Chamberlin deserves first place again. Brilliant aromatics of smoked meat, bacon fat and otherworldly roasted accents seduce instantly. Once on the palate, the silky, balanced, near-perfect mix of umami and fruit, plus licorice, cassis, coffee liqueur and black tea notes suggest it's as decadent as it is delicious.",En Chamberlin Vineyard,99,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,paulgwine,Cayuse 2009 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
47429,US,"This expresses the greatness of its vintage and vineyard, offering wave after wave of raspberry and cherry pie flavors, plus notes of red currant, sweet licorice, spicy Dr. Pepper and smoky sandalwood. There's also something exotically briary and wild that intrigues. Even more remarkable is the texture, an amalgam of acids and tannins that rivals any Pinot Noir ever produced in California. It should age for up to 20 years.",Hirsch Vineyard,99,75.0,California,Sonoma Coast,Sonoma,,anonymous,Williams Selyem 2010 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
47430,US,"In recent years, Precious Mountain Vineyard has provided Bob Cabral with some of his most glorious fruit. Tremendous in flash and depth, it offers compelling flavors of raspberry and cherry, accented by sweet, smoky oak. There's such complexity in the acid and tannin structure, and in the earthy, stony, spicy nuances, that you find something new to love with every sip. This masterpiece is fabulous now, and will develop bottle complexity over the next 15 years, at least.",Precious Mountain Vineyard,98,94.0,California,Sonoma Coast,Sonoma,,anonymous,Williams Selyem 2010 Precious Mountain Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
47431,US,"Dense and concentrated, this has thick, almost jammy blue and purple fruits, with a peppery highlight and an undercurrent of sweet grain. The palate is tight, featuring layers of cassis, ink, anise, coffee and iodine, with an earthy salinity that runs through the finish. The Armada is perhaps a bit less fruity and more austere than the other 2009 Cayuse Syrahs, but is every inch their equal.",Armada Vineyard,97,85.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,paulgwine,Cayuse 2009 Armada Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
47432,US,"This wine shows real first-growth quality in its intensity and concentration, with orange nectar, golden mango, pear, peach pie, buttercream, vanilla, buttered toast and spice flavors. The balance is exquisite, and the way the acids dance along the palate make the wine clean and lively.",Allen Vineyard,97,50.0,California,Russian River Valley,Sonoma,,anonymous,Williams Selyem 2010 Allen Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
47433,US,"Using grapes sourced entirely from the En Chamberlin Vineyard, this pure Cabernet is deep, dark, focused and tight, with firm but velvety tannins and a perfect mix of cassis, coffee and earth. Even more than previous years, this vintage displays astonishing depth and power. Flavors of Serrano ham and other cured meats, plus a delicate saltiness and minerality keep the flavors developing onto  the long, fascinating finish.",The Widowmaker,97,80.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,paulgwine,Cayuse 2009 The Widowmaker Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Cayuse
47894,US,"Dark and concentrated, this sends up complex aromas saturated with tar, asphalt, ink, steel, smoke and charred barbecue. It's a beautiful wine, tight and textural, in perfect balance, with superb depth, precision and elegance. The most contemplative of a superb 2011 Cayuse lineup, this wine above all needs your full attention.",En Chamberlin Vineyard,99,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,paulgwine,Cayuse 2011 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
47895,US,"The immediate impression is of savory umami aromas pierced with pine needle and sage highlights. Red and black licorice, along with sweet cured meats, bring complexity to fruit flavors of berry, cherry and plum. Toss in Provençal spices, coffee grounds and the classic Cayuse earthiness that continues through a deep, firm, beautifully defined finish. Drink now through 2030.",En Cerise Vineyard,98,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,paulgwine,Cayuse 2011 En Cerise Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
47896,US,"This glorious, evocative wine calls up a rich and sensuous catalog of scents and flavors. Black truffle, sea salt, clean earth, fungus, strawberry, liquid rocks, umami, tar...? the words pour out with each sniff and swallow. It's detailed, substantial and refined, gathering itself for a long, generous, captivating finish. Drink now through 2030.",Widowmaker En Chamberlin Vineyard,97,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,paulgwine,Cayuse 2011 Widowmaker En Chamberlin Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Cayuse
47897,US,"From an estate block planted to a mysterious suitcase clone, this is an insanely memorable and indelible Pinot. High in acidity, it discloses a touch of cedar on the back palate, richly luxurious and just aching for wild Sonoma duck adorned in a cherry reduction sauce. Cherry pit, berry, lavender and violet play on the nose and tongue, infusing the wine with a playfulness balanced by power.",The Traveler,97,150.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,vboone,Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
48895,France,"A beautiful, pure wine that  combines freshness and intense richness. It seems to float while still giving a huge mouthful of plums, coffee and sweet, juicy tannins. A straight line of pure flavor all the way to the finish.",,98,,Burgundy,Clos de Lambrays,,Roger Voss,vossroger,Domaine des Lambrays 2005  Clos de Lambrays,Pinot Noir,Domaine des Lambrays
48896,France,"A complete wine. As it starts in the mouth, there is a feeling of everything in its place. The tannins are initially soft, dusty rather than dry; then the dark plums, red berries and so-sweet strawberries come into play. And finally, they all come together in a climax of richness and freshness.",,98,134.0,Burgundy,Charmes-Chambertin,,Roger Voss,vossroger,Louis Jadot 2005  Charmes-Chambertin,Pinot Noir,Louis Jadot
48897,France,"A beautiful wine, smooth, polished, with rounded corners. Its intense fruit is balanced and harmonizes well with the sweet tannins, the layers of wood and the red berry flavors. Certainly powerful, it impresses equally with the pleasure it will give in 7–10 years.",,98,319.0,Burgundy,Clos de Tart,,Roger Voss,vossroger,Clos de Tart 2005  Clos de Tart,Pinot Noir,Clos de Tart
48898,France,"This is a powerhouse of a wine. It is driven forward by immense tannins as well as by superrich fruit that still keeps itself in check by a velvet texture. There is spice, acidity, some toast and vanilla, and finally a sunburst of warmth.",,98,138.0,Burgundy,Clos de la Roche,,Roger Voss,vossroger,Louis Jadot 2005  Clos de la Roche,Pinot Noir,Louis Jadot
48899,France,"A supremely integrated wine, its richness and beautiful fruit just part of a story that starts with intense aromas and segues on the palate into a balance of tannins, dark red fruits, enveloping acidity and a beautifully orchestrated finale of berries, spice and aching freshness.",,97,95.0,Burgundy,Corton-Pougets,,Roger Voss,vossroger,Louis Jadot 2005  Corton-Pougets,Pinot Noir,Louis Jadot
48900,US,"The fragrance is almost otherworldly; sweet, dense and lightly lifted. This is a sinewy wine, that begins with compact power and focused, tart red fruits—predominantly raspberry and currant. At first juicy and tart, with hours of breathing time the wine broadens out into a wider spectrum of Cabernet fruits; cassis, blackberry and black cherry.",Père de Famille,97,55.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,paulgwine,Betz Family 2005 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
49637,France,"Wonderfully aromatic, this sure-to-be legendary wine offers richness, ripeness, and pure yellow fruits, peaches and apricots, all alongside a structured strain of chalky minerality. It is a wine for long aging, the wood spice just becoming integrated, the fruit still in its first vibrancy. But even now, it fills the mouth with generous fruits, and a great finish of citrus.",,97,,Bordeaux,Pessac-Léognan,,Roger Voss,vossroger,Domaine de Chevalier 2007  Pessac-Léognan,Bordeaux-style White Blend,Domaine de Chevalier
49638,US,"Dark, viscous and monumental, this Cabernet-based Bordeaux blend detonates on the palate with black currants, chocolate and cedar concentration, wrapped into the most perfect tannins. Outstanding, and should age for many years. Only 277 cases of this wine, which was grown on steep hillsides, were produced.",Highland Estates Trace Ridge,97,125.0,California,Knights Valley,Sonoma,,anonymous,Kendall-Jackson 2006 Highland Estates Trace Ridge Red (Knights Valley),Bordeaux-style Red Blend,Kendall-Jackson
50800,US,"Massive, decadent. Opens with extraordinary aromas of cedar, black currants, cherries, chocolate, sage, pepper and anise, with hints of roasted game. Feels very round, smooth but powerful. Almost sweet in red and black currants and chocolate. So refined, absolutely delicious. Beautiful, lush, complex, soft. Should age.",The Maiden,97,150.0,California,Napa Valley,Napa,,anonymous,Harlan Estate 2005 The Maiden Red (Napa Valley),Bordeaux-style Red Blend,Harlan Estate
50801,France,"Taut and mineral, this is currently a wine that is waiting to reveal its power and majesty. The fruit is on a tight rein of acidity, which only slowly opens up to show mango, pineapple, crisp citrus, layers of toast and a mouth-enveloping richness. Age for at least five years, preferably 10.",,97,574.0,Burgundy,Chevalier-Montrachet,,Roger Voss,vossroger,Domaine Leflaive 2006  Chevalier-Montrachet,Chardonnay,Domaine Leflaive
50802,France,"The balance of this wine is what makes it so impressive. Spice and yellow fruit intermingle effortlessly. There is a core of tight, coiled steel, like a spring, which gives minerality along with the richness. At the end, acidity lifts the wine, finishing with freshness as well as intensity.",,97,451.0,Burgundy,Bâtard-Montrachet,,Roger Voss,vossroger,Domaine Leflaive 2006  Bâtard-Montrachet,Chardonnay,Domaine Leflaive
54297,US,"This wine is a standout in an outstanding portfolio of 2013 vineyard- and block-designated wines from this producer. Five Sisters is big and burly at first, a fistful of leather and Asian baking spices that demands notice. Then subtlety takes over in lithe, sinewy waves of blueberry and blackberry, followed by a touch of licorice on the nearly endless finish.",Five Sisters,97,100.0,California,Russian River Valley,Sonoma,Virginie Boone,vboone,Lynmar 2013 Five Sisters Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
54298,France,"The production is tiny, yet the potential of this wine is enormous, with its tight, textured structure that is still so young. It is opulent and generous while still keeping a tight rein on its emotions. A steely core is surrounded by fruit that has hints of apricots as well as citrus. This will be a very fine wine but it needs many years, so wait until 2022.",,97,932.0,Bordeaux,Pessac-Léognan,,Roger Voss,vossroger,Château Haut-Brion 2013  Pessac-Léognan,Bordeaux-style White Blend,Château Haut-Brion
54299,Italy,"Mature dark-skinned berry, leather, underbrush and dark spice are some of the aromas that emerge on this fantastic red. Made from ungrafted vines between 150 and 200 years old, the powerful yet polished palate delivers mature black cherry, crushed raspberry, cinnamon, licorice and white pepper alongside firm, velvety tannins. This still needs time to fully develop. Drink 2018–2031.",Primum Riserva,97,90.0,Southern Italy,Taurasi,,Kerin O’Keefe,kerinokeefe,Guastaferro 2006 Primum Riserva  (Taurasi),Aglianico,Guastaferro
56043,Portugal,"This is the latest release of Portugal's most iconic wine. It's made only in selected years (the last vintage was 2000) from Ferreira's Quinta da Leda in the Douro Superior. This new vintage is superb. It's a richly tarry wine laden with dark plum fruits and tannins that are just beginning to mature. It's a ripe and luscious, demanding attention, yet will still age for many years. Drink now, or hold until 2020.",Barca Velha,99,426.0,Douro,,,Roger Voss,vossroger,Casa Ferreirinha 2004 Barca Velha Red (Douro),Portuguese Red,Casa Ferreirinha
56044,US,"From first sniff this exquisite wine grabs you and won't let go. Brambly berries, redolent with rich umami notes of spice and pine needle cascade into a wine densely packed with fruit and herbs. It lingers, opens and becomes more and more expressive, with soil-generated flavors of forest floor.",Abbott Claim Vineyard,97,65.0,Oregon,Willamette Valley,,Paul Gregutt,paulgwine,Ken Wright 2012 Abbott Claim Vineyard Pinot Noir,Pinot Noir,Ken Wright
56953,Australia,"This inky, embryonic wine deserves to be cellared until at least 2025 and should drink well for at least 25 years after that. It takes its time opening up in the glass to reveal notes of grilled meat, vanilla and plum. In the mouth, it's full bodied and firmly built, with a wall of chewy tannins surrounding a deep ripe core.",Grange,99,850.0,South Australia,South Australia,,Joe Czerwinski,JoeCz,Penfolds 2010 Grange Shiraz (South Australia),Shiraz,Penfolds
56954,US,"This is yet another stunning wine from this site, guided by the capable hands of Winemaker and Viticulturalist Bibiana González Rave, who has coaxed from it beguiling layers of complex concentration and sublime notions of tang and salt. The only white from a sea of Pinot Noir grown here, it speaks to what the extreme Sonoma Coast can bring to the variety—a celebration of lemon zest, crisp apple and brioche delicately wrapped in minerality.",Wayfarer Vineyard,98,80.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,vboone,Wayfarer 2014 Wayfarer Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Wayfarer
56955,US,"Jaw-dropping on all fronts, this wine by the pioneering Franscioni family approaches regional perfection. Black plum fruit meets with dried violet and lavender on the extremely well-integrated nose, while a mineral tension frames the palate. Flavors of black plum and blackberry jam are cut by rocky earth and wild mint, and the acidity is vibrant but not overpowering.",Garys' Vineyard,97,58.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,mattkettmann,Roar 2014 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar
56956,Australia,"You may have to scour the country to secure some of this (only 14 cases were imported), but this is a treasure worth the search. It's full bodied without seeming overly rich or heavy, framing the lush notes of dark berries, grilled meat, mint and licorice with supple tannins. Spice-driven flavors linger elegantly on the lengthy finish. It's delicious now, but should age gracefully through 2030.",Andelmonde,97,95.0,South Australia,Barossa Valley,,Joe Czerwinski,JoeCz,Standish 2012 Andelmonde Shiraz (Barossa Valley),Shiraz,Standish
58352,France,"This is a magnificently solid wine, initially even a bit severe. At this young stage, the tannins dominate, but it's also full of black fruit notes. Very dense and concentrated, this is a wine that's even better than the legendary 2005. The structure tells of its extraordinary aging potential: don't even attempt to drink this for 10 years.",,100,150.0,Bordeaux,Saint-Julien,,Roger Voss,vossroger,Château Léoville Barton 2010  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Barton
58353,France,"A wine of architectural strength and classical proportions, this has straight lines that mark the packed, concentrated fruits, which are sustained by its tannins. This is certainly the best wine that Léoville-Poyferré has produced, sumptuous while so finely structured.",,98,92.0,Bordeaux,Saint-Julien,,Roger Voss,vossroger,Château Léoville Poyferré 2010  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Poyferré
